city,lat,lon,no2,Year
Metro Van - Vancouver                                                                               ,49.282272,-123.12188,16.08,2019
Metro Van - Burnaby                                                                                 ,49.21519,-122.985666,12.62,2019
Metro Van - North Vancouver                                                                         ,49.301472,-123.020417,13.59,2019
Metro Van - Delta                                                                                   ,49.158348,-122.90173,12.42,2019
Metro Van - Burnaby                                                                                 ,49.279809,-122.922267,6.93,2019
Metro Van - Surrey                                                                                  ,49.132928,-122.694224,9.16,2019
Metro Van - Richmond                                                                                ,49.141437,-123.108215,11.78,2019
Metro Van - North Vancouver                                                                         ,49.323994,-123.083496,11.58,2019
Metro Van - Richmond                                                                                ,49.186265,-123.152422,13.74,2019
Metro Van - Coquitlam                                                                               ,49.288265,-122.79157,9.66,2019
Metro Van - Delta                                                                                   ,49.009877,-123.081997,6.66,2019
Metro Van - Vancouver                                                                               ,49.260267,-123.077776,17.91,2019
Agassiz                                                                                             ,49.238008,-121.762264,7.25,2019
Prince George                                                                                       ,53.91472,-122.74194,10.45,2019
Victoria                                                                                            ,48.441942,-123.363165,8.04,2019
Victoria                                                                                            ,48.42369,-123.49432,4.52,2019
Kamloops                                                                                            ,50.67477,-120.334016,10.88,2019
Kelowna                                                                                             ,49.862336,-119.477367,,2019
Kelowna                                                                                             ,49.862119,-119.467461,,2019
Metro Van - Abbotsford                                                                              ,49.04258,-122.30982,8.62,2019
Metro Van - Abbotsford                                                                              ,49.021554,-122.326523,7.11,2019
Metro Van-Chilliwack                                                                                ,49.155848,-121.940279,7.45,2019
Metro Van-Pitt Meadows                                                                              ,49.245233,-122.70889,8.43,2019
Metro Van-Langley                                                                                   ,49.09561,-122.567104,6.02,2019
Metro Van-Hope                                                                                      ,49.369887,-121.49912,5.22,2019
Metro Van - Maple Ridge                                                                             ,49.21494,-122.582057,8,2019
Squamish                                                                                            ,49.70516,-123.15133,5.77,2019
Quesnel                                                                                             ,52.981686,-122.493227,7.9,2019
Cranbrook                                                                                           ,49.302582,-115.451314,4.5,2019
Nanaimo                                                                                             ,49.20083,-123.99389,5.57,2019
Smithers                                                                                            ,54.7785,-127.168542,6.18,2019
Terrace                                                                                             ,54.52167,-128.6075,3,2019
Williams Lake                                                                                       ,52.14428,-122.150391,6.53,2019
Castlegar                                                                                           ,49.317698,-117.661527,5.44,2019
Mission                                                                                             ,49.14149,-122.311078,6.75,2019
Kitimat                                                                                             ,54.066909,-128.639131,,2019
Vernon                                                                                              ,50.260617,-119.270723,8.69,2019
Taylor                                                                                              ,56.150186,-120.686985,6.69,2019
Duncan                                                                                              ,48.786114,-123.717307,4.26,2019
Whistler                                                                                            ,50.144285,-122.960402,3.91,2019
Longdale                                                                                            ,49.438848,-123.479185,4.14,2019
Fort Saint John                                                                                     ,56.24473,-120.8561,,2019
Courtenay                                                                                           ,49.682603,-124.996222,3.77,2019
Whitehorse                                                                                          ,60.71972,-135.05875,,2019
Yellowknife                                                                                         ,62.45207,-114.364,1.31,2019
Norman Wells                                                                                        ,65.27926,-126.813057,1.7,2019
Inuvik                                                                                              ,68.35702,-133.714057,3.15,2019
Iqaluit                                                                                             ,63.751619,-68.522433,4.57,2019
Fort Smith                                                                                          ,60.00455,-111.893241,2.09,2019
Fort Smith                                                                                          ,60.00455,-111.893241,1.82,2020
St. John's                                                                                          ,47.56038,-52.71147,,2020
Mount Pearl                                                                                         ,47.50513,-52.79476,1.12,2020
Grand Falls-Windsor                                                                                 ,48.92696,-55.65966,2.03,2020
Corner Brook                                                                                        ,48.95224,-57.92207,2.37,2020
Burin                                                                                               ,47.09899,-55.19852,0.76,2020
Labrador City                                                                                       ,52.945487,-66.910306,2.3,2020
Charlottetown                                                                                       ,46.233,-63.13667,1.59,2020
Wellington                                                                                          ,46.47843,-63.98763,0.52,2020
Southampton                                                                                         ,46.38635,-62.58272,0.48,2020
Halifax                                                                                             ,44.64711,-63.57366,4.6,2020
Halifax                                                                                             ,44.719799,-63.480754,3.35,2020
Port Hawkesbury                                                                                     ,45.614161,-61.362356,2.45,2020
Sydney                                                                                              ,46.14222,-60.17252,2.73,2020
Pictou                                                                                              ,45.68167,-62.69664,0.96,2020
Kentville                                                                                           ,45.06725,-64.47743,0.96,2020
Fredericton                                                                                         ,45.957289,-66.645236,2.75,2020
Saint John                                                                                          ,45.308762,-66.008384,2.93,2020
Saint John                                                                                          ,45.252898,-66.080065,3.18,2020
Saint John                                                                                          ,45.28028,-66.05611,3.58,2020
Moncton                                                                                             ,46.101578,-64.789661,3.13,2020
St Andrews                                                                                          ,45.086912,-67.074036,0.61,2020
Bathurst                                                                                            ,47.609693,-65.633509,1.37,2020
Edmundston                                                                                          ,47.363195,-68.322302,3.78,2020
Miramichi                                                                                           ,47.025671,-65.520487,0.91,2020
Montreal                                                                                            ,45.641026,-73.499682,7.04,2020
Montreal                                                                                            ,45.502648,-73.663913,11.83,2020
Laval                                                                                               ,45.547463,-73.748317,6.14,2020
Longueuil                                                                                           ,45.52207,-73.4881,6.51,2020
Brossard                                                                                            ,45.448663,-73.480819,4.78,2020
Montreal                                                                                            ,45.426542,-73.928929,4.75,2020
Montreal                                                                                            ,45.468322,-73.741198,7.57,2020
Montreal                                                                                            ,45.651691,-73.573825,5.79,2020
Montreal                                                                                            ,45.54271,-73.57176,8.48,2020
Montreal                                                                                            ,45.5934,-73.63726,7.96,2020
Montreal                                                                                            ,45.512189,-73.566842,9.81,2020
Terrebonne                                                                                          ,45.70476,-73.65776,4.54,2020
Montreal                                                                                            ,45.464611,-73.582583,8.46,2020
Gatineau                                                                                            ,45.435987,-75.723429,4.49,2020
Quebec                                                                                              ,46.821177,-71.220495,7.46,2020
Quebec                                                                                              ,46.794873,-71.246387,5.38,2020
Quebec                                                                                              ,46.774167,-71.369722,4.55,2020
Quebec                                                                                              ,46.781321,-71.308717,7.47,2020
Saint-Anicet                                                                                        ,45.120624,-74.2896,2.38,2020
Saint-Jean-Sur-Richelieu                                                                            ,45.29413,-73.34857,3.13,2020
Lévis                                                                                               ,46.806029,-71.167506,4.36,2020
Ottawa                                                                                              ,45.43433,-75.676,5.91,2020
Windsor                                                                                             ,42.315778,-83.043667,8.99,2020
Windsor                                                                                             ,42.292889,-83.073139,8.15,2020
Kingston                                                                                            ,44.21987,-76.52113,3.46,2020
Toronto                                                                                             ,43.74792,-79.27406,8.42,2020
Toronto                                                                                             ,43.709444,-79.5435,12.12,2020
Mississauga                                                                                         ,43.54697,-79.65869,6.66,2020
Toronto                                                                                             ,43.610761,-79.52194,12.25,2020
Toronto                                                                                             ,43.711106,-79.543425,16.11,2020
Toronto                                                                                             ,43.78042,-79.46752,8.91,2020
Toronto                                                                                             ,43.64543,-79.38908,12.34,2020
Brampton                                                                                            ,43.669567,-79.76567,6.75,2020
Hamilton                                                                                            ,43.25778,-79.86167,9.87,2020
Hamilton                                                                                            ,43.25744,-79.90775,9.46,2020
Hamilton                                                                                            ,43.24132,-79.88941,6.91,2020
Sudbury                                                                                             ,46.49194,-81.00311,6.3,2020
Sault Ste. Marie                                                                                    ,46.53319,-84.30992,3.68,2020
Thunder Bay                                                                                         ,48.37939,-89.29017,6.11,2020
London                                                                                              ,42.97446,-81.20086,4.5,2020
Sarnia                                                                                              ,42.912545,-82.416816,4.69,2020
Sarnia                                                                                              ,42.990263,-82.395341,5.9,2020
Peterborough                                                                                        ,44.301833,-78.346386,4.08,2020
Cornwall                                                                                            ,45.017981,-74.735314,4.59,2020
St. Catharines                                                                                      ,43.16006,-79.23475,5.33,2020
Brantford                                                                                           ,43.13861,-80.29264,4.3,2020
Kitchener                                                                                           ,43.44383,-80.50381,4.88,2020
Oakville                                                                                            ,43.48692,-79.70228,6.76,2020
Oshawa                                                                                              ,43.95222,-78.9125,3.61,2020
Guelph                                                                                              ,43.551636,-80.264156,4.87,2020
North Bay                                                                                           ,46.32323,-79.44928,4.26,2020
Simcoe                                                                                              ,42.85685,-80.26964,2.55,2020
Burlington                                                                                          ,43.314575,-79.802756,8.22,2020
Grand Bend                                                                                          ,43.333186,-81.742822,2.27,2020
Barrie                                                                                              ,44.382314,-79.702431,5.58,2020
Newmarket                                                                                           ,44.04431,-79.48325,4.48,2020
Parry Sound                                                                                         ,45.33786,-80.03817,2.4,2020
Port Stanley                                                                                        ,42.67208,-81.16289,2.62,2020
Belleville                                                                                          ,44.15053,-77.3955,3.53,2020
Chatham                                                                                             ,42.40369,-82.20831,5.06,2020
Milton                                                                                              ,43.52965,-79.862449,7.56,2020
Winnipeg                                                                                            ,49.93207,-97.11317,1.26,2020
Winnipeg                                                                                            ,49.89799,-97.14653,8.01,2020
Brandon                                                                                             ,49.83918,-99.9206,11.97,2020
Regina                                                                                              ,50.4527,-104.616,7.42,2020
Saskatoon                                                                                           ,52.13613,-106.66293,7.44,2020
Prince Albert                                                                                       ,53.201694,-105.75203,5.37,2020
Estevan                                                                                             ,49.13235,-102.98499,4.53,2020
Swift Current                                                                                       ,50.285833,-107.81689,6.61,2020
Buffalo Narrows                                                                                     ,55.834566,-108.403332,0.82,2020
Edmonton                                                                                            ,53.50022,-113.526056,9.43,2020
Edmonton                                                                                            ,53.54823,-113.36811,11.86,2020
Flin Flon                                                                                           ,54.76852,-101.87747,,2020
Edmonton                                                                                            ,53.54445,-113.49884,13.52,2020
Edmonton                                                                                            ,53.564411,-113.562583,12.59,2020
Sherwood Park                                                                                       ,53.532092,-113.320983,9.54,2020
Ardrossan                                                                                           ,53.554691,-113.144905,6.72,2020
St. Albert                                                                                          ,53.626908,-113.611883,9.53,2020
Calgary                                                                                             ,50.955122,-113.969742,12.46,2020
Calgary                                                                                             ,51.0309,-114.0091,14.84,2020
Calgary                                                                                             ,51.082655,-114.138827,9.16,2020
Airdrie                                                                                             ,51.268078,-114.037794,4.94,2020
Red Deer                                                                                            ,52.29867,-113.79352,8.42,2020
Red Deer                                                                                            ,52.24095,-113.765439,7.85,2020
Medicine Hat                                                                                        ,50.04893,-110.68116,5.56,2020
Lethbridge                                                                                          ,49.71621,-112.8006,4.45,2020
Fort Saskatchewan                                                                                   ,53.69874,-113.22285,7.74,2020
Fort Saskatchewan                                                                                   ,53.75236,-113.12589,6.87,2020
Fort Saskatchewan                                                                                   ,53.71622,-113.19994,7.69,2020
Gibbons                                                                                             ,53.827241,-113.327174,6.6,2020
Redwater                                                                                            ,53.95183,-113.105857,4.68,2020
Bruderheim                                                                                          ,53.805629,-112.925851,5.54,2020
Fort Mcmurray                                                                                       ,56.73341,-111.39047,6.67,2020
Fort Mcmurray                                                                                       ,56.75139,-111.47662,5.1,2020
Fort Mackay                                                                                         ,57.18941,-111.6405,7.29,2020
Fort Mackay                                                                                         ,56.99647,-111.59295,4.59,2020
Fort Mackay                                                                                         ,57.1492,-111.6424,6.4,2020
Wapasu                                                                                              ,57.26176,-111.037,2.48,2020
Conklin                                                                                             ,55.621408,-111.17269,1.22,2020
Elk Island                                                                                          ,53.68238,-112.86812,3.25,2020
Tomahawk                                                                                            ,53.37255,-114.76835,2.74,2020
Violet Grove                                                                                        ,53.14222,-115.13806,3.02,2020
Beaverlodge                                                                                         ,55.19634,-119.39682,3.78,2020
Carrot Creek                                                                                        ,53.621062,-115.869155,4.07,2020
Steeper                                                                                             ,53.1325,-117.09111,1.05,2020
Fort Chipewyan                                                                                      ,58.70879,-111.17683,,2020
Caroline                                                                                            ,51.94687,-114.69744,2.19,2020
Grande Prairie                                                                                      ,55.1766,-118.8078,9.25,2020
Lamont                                                                                              ,53.76036,-112.88017,3.82,2020
Bretton                                                                                             ,53.0903,-114.46061,2.64,2020
Drayton Valley                                                                                      ,53.220024,-114.984207,7.19,2020
Edson                                                                                               ,53.593771,-116.395822,6.53,2020
Genesee                                                                                             ,53.3016,-114.2211,3.75,2020
Hinton                                                                                              ,53.427301,-117.544067,6.32,2020
Warburg                                                                                             ,53.53,-114.6361,2.87,2020
Thorsby                                                                                             ,53.633,-114.4199,1.7,2020
Sunnybrook                                                                                          ,53.4243,-114.3749,2.57,2020
Cold Lake                                                                                           ,54.414014,-110.232939,3.51,2020
St Lina                                                                                             ,54.2165,-111.5026,1.87,2020
Anzac                                                                                               ,56.44928,-111.03722,2.04,2020
Metro Van - New Westminster                                                                         ,49.227045,-122.894487,14.3,2020
Metro Van - Burnaby                                                                                 ,49.279214,-122.970707,8.61,2020
Metro Van - Port Moody                                                                              ,49.280893,-122.849291,10.53,2020
Metro Van - Vancouver                                                                               ,49.282272,-123.12188,15.54,2020
Metro Van - Burnaby                                                                                 ,49.21519,-122.985666,10.64,2020
Metro Van - North Vancouver                                                                         ,49.301472,-123.020417,11.74,2020
Metro Van - Delta                                                                                   ,49.158348,-122.90173,10.15,2020
Metro Van - Burnaby                                                                                 ,49.279809,-122.922267,6.09,2020
Metro Van - Surrey                                                                                  ,49.132928,-122.694224,7.7,2020
Metro Van - Richmond                                                                                ,49.141437,-123.108215,10.18,2020
Metro Van - North Vancouver                                                                         ,49.323994,-123.083496,9.31,2020
Metro Van - Richmond                                                                                ,49.186265,-123.152422,10.98,2020
Metro Van - Coquitlam                                                                               ,49.288265,-122.79157,8.13,2020
Metro Van - Delta                                                                                   ,49.009877,-123.081997,5.33,2020
Metro Van - Vancouver                                                                               ,49.260267,-123.077776,15.8,2020
Agassiz                                                                                             ,49.238008,-121.762264,6.85,2020
Prince George                                                                                       ,53.91472,-122.74194,7.79,2020
Victoria                                                                                            ,48.441942,-123.363165,6.14,2020
Victoria                                                                                            ,48.42369,-123.49432,3.84,2020
Kamloops                                                                                            ,50.67477,-120.334016,10.46,2020
Kelowna                                                                                             ,49.862119,-119.467461,5.83,2020
Metro Van - Abbotsford                                                                              ,49.04258,-122.30982,7.69,2020
Metro Van - Abbotsford                                                                              ,49.021554,-122.326523,6.26,2020
Metro Van-Chilliwack                                                                                ,49.155848,-121.940279,7.06,2020
Metro Van-Pitt Meadows                                                                              ,49.245233,-122.70889,6.89,2020
Metro Van-Langley                                                                                   ,49.09561,-122.567104,5.36,2020
Metro Van-Hope                                                                                      ,49.369887,-121.49912,5.74,2020
Metro Van - Maple Ridge                                                                             ,49.21494,-122.582057,6.77,2020
Squamish                                                                                            ,49.70516,-123.15133,5.03,2020
Quesnel                                                                                             ,52.981686,-122.493227,,2020
Quesnel                                                                                             ,52.97951,-122.49364,,2020
Cranbrook                                                                                           ,49.302582,-115.451314,3.88,2020
Nanaimo                                                                                             ,49.20083,-123.99389,4.51,2020
Smithers                                                                                            ,54.7785,-127.168542,6.2,2020
Terrace                                                                                             ,54.52167,-128.6075,2.76,2020
Williams Lake                                                                                       ,52.14428,-122.150391,6.06,2020
Castlegar                                                                                           ,49.317698,-117.661527,5.08,2020
Mission                                                                                             ,49.14149,-122.311078,6.07,2020
Kitimat                                                                                             ,54.066909,-128.639131,1.53,2020
Vernon                                                                                              ,50.260617,-119.270723,9.27,2020
Taylor                                                                                              ,56.150186,-120.686985,5.8,2020
Farmington                                                                                          ,55.913779,-120.533749,2.15,2020
Duncan                                                                                              ,48.786114,-123.717307,3.63,2020
Whistler                                                                                            ,50.144285,-122.960402,3.28,2020
Longdale                                                                                            ,49.438848,-123.479185,3.82,2020
Fort Saint John                                                                                     ,56.24473,-120.8561,5.87,2020
Courtenay                                                                                           ,49.682603,-124.996222,3.02,2020
Whitehorse                                                                                          ,60.71972,-135.05875,6.38,2020
Yellowknife                                                                                         ,62.45207,-114.364,2.15,2020
Norman Wells                                                                                        ,65.27926,-126.813057,1.35,2020
Inuvik                                                                                              ,68.35702,-133.714057,2.97,2020
